date,adam schiff,ainsley earhardt,al sharpton,alex witt,ali velshi,alisyn camerota,anderson cooper,andrea mitchell,andrew levy,ari melber,barack obama,bernie sanders,bill hemmer,bill o'reilly,bob beckel,bret baier,brian kilmeade,brian williams,brianna keilar,brooke baldwin,carol costello,charles krauthammer,chris christie,chris cuomo,chris hayes,chris jansing,chris matthews,chris wallace,christine romans,chuck todd,dana bash,dana perino,david gregory,don lemon,donald trump,ed henry,ed schultz,eric bolling,erin burnett,eugene robinson,fareed zakaria,fredricka whitfield,geraldo rivera,glenn beck,gloria borger,greg gutfeld,greta van susteren,gretchen carlson,harris faulkner,hillary clinton,howard kurtz,jake tapper,jeanine pirro,jeffrey toobin,jesse watters,jim acosta,jim sciutto,joe biden,joe scarborough,john berman,john king,john mccain,jon scott,joy-ann reid,juan williams,karl rove,kate bolduan,katy tur,kimberly guilfoyle,laura ingraham,lawrence o'donnell,lindsey graham,martha maccallum,megyn kelly,michael smerconish,mika brzezinski,mike huckabee,mike pence,mitt romney,nancy pelosi,neil cavuto,new_mitt_romney,newt gingrich,nicolle wallace,old_mitt_romney,paul ryan,piers morgan,poppy harlow,rachel maddow,rick santorum,sanjay gupta,sean hannity,shannon bream,shepard smith,steve doocy,steve kornacki,ted cruz,tucker carlson,willie geist,wolf blitzer
2013-10,3059,9099,14033,5241,9,8780,49215,12267,13305,9587,108128,4089,21131,54369,19931,21749,25441,1636,11903,27773,11962,18310,4679,13328,43142,5496,51870,12604,11861,21643,31690,13938,7043,20531,7001,16653,22606,18149,24027,6708,4380,11030,4215,1187,12149,35289,27490,13358,4888,5217,10030,21111,15468,5160,1829,16395,5725,5362,31379,13881,12478,9244,10714,9618,10422,10632,11364,306,7859,4297,22666,4731,13258,63580,1791,25172,23576,174,1793,7960,21574,2691,17152,2562,2062,3779,36337,3401,38652,1539,11829,32205,2299,11705,25536,19777,43633,8560,8807,38965
2013-11,2261,5738,12960,7674,0,6743,38230,6861,10608,7315,96816,3165,15068,38130,15212,12813,22484,167,4339,18723,11292,14910,30325,11809,34228,7346,40632,12269,8903,16321,11881,14917,7889,13970,4311,10015,22191,22239,19989,1965,4220,13376,5087,682,7512,36933,20881,12341,9760,3655,9405,14204,8969,6343,1806,9630,10602,3781,27211,19917,11856,3142,9899,9724,11648,8963,9540,564,9253,8928,16638,5964,15483,71550,5402,20288,24268,450,5593,6165,25263,6739,9908,3712,5581,994,19191,1241,29209,3386,6451,28922,3712,7577,19342,20264,8893,15725,6011,25749
2013-12,3334,6914,13159,8675,18,7071,43765,9042,9848,12017,96535,3227,17028,36906,22274,11320,15252,645,12487,31944,14928,17823,5885,12705,31956,5525,34857,13206,7946,14872,9550,18252,10162,11310,5674,12885,18870,24453,45,4561,6325,14129,4106,5128,3474,32400,18565,12141,6725,3670,13724,21759,13138,6708,1383,4698,4236,2897,24444,12754,7594,3691,10290,13445,13235,8700,10636,486,8888,4315,15326,1896,15751,46569,7615,18668,30375,0,573,3040,14402,971,4577,1800,901,17807,18220,2169,23771,3053,6950,22797,9636,8707,15661,12529,5836,15861,5030,23998
2014-01,2285,7972,13518,8296,6,6923,58292,11240,10891,14699,106962,3438,18807,46215,24112,16636,21489,531,4232,51925,19992,11603,129200,16062,42231,8114,38578,9592,14224,18776,9823,14200,10744,20332,4553,6444,24316,25100,3149,5409,4491,14886,3274,1978,10368,40895,24968,12582,6650,6624,12788,26147,17949,14420,2626,6951,6426,33340,32843,11163,11449,7851,10374,9407,8136,11850,11406,234,9473,3696,20810,2885,14796,63443,6678,25416,35748,84,5048,1458,26182,7259,6483,3288,6047,3467,23830,898,36787,1493,5675,27904,3516,10463,20989,32525,6718,14439,6155,36108
2014-02,2533,7368,11746,6645,3,5710,31723,8497,11569,17015,64083,999,13209,45639,19928,8753,19172,738,3721,37241,15813,10230,43900,15272,33174,2423,37719,10966,12479,14852,5427,13355,8276,24567,3362,6876,19501,21288,27039,5242,6076,11584,3057,165,5913,34670,21884,13745,6049,7353,12137,14765,18412,3694,1256,3593,5396,9896,23102,21319,4488,9184,9755,15278,9005,6884,10279,66,7713,4329,21777,1822,16591,58961,2700,16679,27668,1077,5440,1690,21388,6292,3401,3788,5824,1813,21687,1563,31780,874,7385,27616,9242,9759,12795,18315,7509,14781,2653,26036
2014-03,2211,5792,12083,8590,0,3565,57458,11919,13265,19001,75351,2793,17091,45083,16321,13525,20015,380,5650,32225,14921,11181,32224,9438,33003,10543,35414,14545,7984,19406,1912,11226,8225,31115,4962,6811,21132,17939,23104,4686,9236,12215,6062,72,1884,29416,25673,10075,6414,3932,10347,11601,37257,1221,1755,6771,34811,2466,22490,22021,4775,9907,10703,12553,7395,9510,6638,486,6600,7164,17584,5503,19511,52484,6559,19239,29416,36,3792,1688,27329,4168,2341,1155,3756,8043,16060,1842,31531,3413,3653,29884,5352,18685,13995,17390,6278,9349,5894,34251
2014-04,1494,10320,15456,7307,15,306,26449,11193,11485,20555,84160,2511,15012,46285,20240,11777,22171,710,6926,34010,20497,8669,7787,10426,27043,7476,24329,9416,8323,13543,2554,14161,9165,35181,6298,6946,21965,22354,15761,4540,5694,16694,177,669,1099,32049,24757,14552,4551,5147,10965,11990,11197,4801,2587,2427,9082,14430,26365,20147,5429,4073,8943,21819,7658,7963,8223,1071,8185,5031,8239,1977,16334,50977,11316,17215,25429,2045,824,1794,20692,1706,934,2722,1087,6829,51,3844,33414,1255,6135,34869,5637,9946,23702,22104,6201,12702,6918,28801
2014-05,4923,6677,11925,7688,21,159,53179,9265,13338,19249,75270,9741,9644,36461,21038,18515,23448,1760,12097,37453,19137,11189,6714,11404,37794,7543,39399,12421,11404,21512,8599,13834,4780,29074,3104,12773,21536,26715,10663,6770,4199,14255,6521,872,6717,24782,25959,12366,10097,16413,12705,16103,17026,16173,5982,6027,5631,2530,24979,15313,5837,7969,13613,12884,9219,14701,8922,12,13092,13747,117,3479,19053,45965,8160,20993,26756,270,3444,6948,23769,4020,5065,2476,4093,1227,45,3074,36522,2601,3427,30572,8389,7308,24361,17361,2835,15081,8214,30875
2014-06,2136,7647,10351,6308,51,225,47302,9258,10154,21019,82085,1695,10689,39049,15475,18213,20710,633,7403,36948,17084,9846,3896,13664,39310,3512,30340,17752,7516,19425,15452,15677,8840,16764,4295,9091,15949,19074,13384,6711,8459,12726,3204,2955,11083,24458,18239,11735,11498,40783,13759,13103,20331,8378,5351,10334,13491,5370,29811,17416,7538,17704,7817,13163,8166,3897,9969,480,17295,5584,295,8865,14134,57769,7411,27796,26899,18,4126,1179,24101,4796,3636,1199,4640,2617,3,4460,34560,1164,5177,24385,8953,7160,18796,18081,6183,15320,4549,27671
2014-07,2973,8784,12424,8042,12,3246,33873,15714,8834,13576,68687,3550,10084,39677,19837,12893,16549,518,10657,43720,16999,12866,4590,9400,32485,2634,26678,7461,4438,14761,5007,15909,5140,25540,4497,10232,16046,21065,14904,4836,10741,10849,3653,2846,1422,36657,24580,10695,9298,11325,9806,12462,19701,1281,6088,4946,14698,2780,13472,19730,4866,9789,11493,12121,9283,10334,12053,444,12344,3123,8297,3816,14115,61250,5668,20153,28922,414,2296,3749,19522,2757,2722,2452,1940,4989,27,5763,25649,730,4621,24394,6471,8117,21306,18144,8500,8473,6693,50633
2014-08,4907,7011,24469,10033,0,8981,39629,14326,9485,6601,102155,1470,8666,28660,16592,11070,12644,189,8739,44288,18572,12077,558,7492,30241,5022,25514,11525,6058,10667,2204,9563,2728,32229,3665,18737,14418,17008,8993,6297,6060,11487,5803,1424,2882,32896,21336,6142,10091,7079,11375,26411,36362,5192,2641,9682,21402,1418,37058,13701,2688,7919,9575,12723,9066,6512,9132,456,12438,5326,22241,3798,21695,39571,7661,18153,30517,27,1956,468,12755,3498,1899,1431,3001,4776,3,5886,24077,816,14769,22878,16400,11676,11857,22229,936,11812,2988,37331
2014-09,6625,7149,10129,6855,3,11845,45254,15902,4833,6244,120849,3492,8640,39850,17861,21185,20982,590,8105,29912,14908,10590,2743,10650,36554,7807,30622,9372,8880,13700,5080,15239,165,13650,5086,15651,18714,22166,14802,3323,7391,9239,4712,21,5054,33272,22700,12808,8612,6709,11547,12719,32914,7434,4144,11628,17588,6218,39149,15864,6380,12015,12969,9966,9074,6278,7847,30,11971,6329,18432,3621,11429,54648,7106,30535,21745,258,3912,1321,20547,5156,2964,408,4763,796,66,3529,40495,1233,6359,28484,6270,14030,18675,12091,3775,12133,8525,31891
2014-10,1503,8708,9648,6782,27,13544,52074,10322,12439,4537,46625,2682,11614,44446,21684,16586,20742,276,2379,39572,14763,8753,14734,14700,40163,3189,33308,9867,9429,15372,1725,15003,40,19845,6175,15930,19482,20270,14388,5230,4987,6527,3383,3572,3582,43603,26838,16584,12352,3827,10530,13041,24592,4780,2788,5429,11427,3070,40582,18304,4439,5161,7958,10154,7675,8446,402,300,17561,3474,20638,2619,17629,73425,7593,35424,28336,78,3558,513,17314,4405,1364,1506,3086,1674,837,7226,43792,281,32710,32619,12004,10354,22355,15988,6561,9808,7216,31364
2014-11,2640,9602,16232,9673,6,12991,26371,9826,11909,7787,118959,3440,9632,34505,15713,17162,10846,201,10047,28676,13092,16199,3656,17917,32197,4314,22804,14207,8498,11180,10027,14637,0,22118,5035,11647,15830,21096,11939,7341,5756,14474,5028,1461,6774,31017,22623,11239,8869,2744,14094,14006,19758,9575,2571,8652,11610,8188,29125,11453,8558,5649,11435,8082,13506,9989,82,387,16392,3438,17379,5213,16769,55668,9855,21714,24726,1526,3388,3558,22991,4624,2982,2375,4312,561,3,9413,31643,915,2095,24216,7784,9012,15400,16146,6193,13930,6748,24077
2014-12,1665,7056,20876,6906,24,12151,23329,11002,10100,14091,80612,2175,8510,37443,19157,12609,16291,1051,6084,42245,13937,13308,3923,13903,23594,4632,22222,11046,14473,9899,6516,15900,74,16984,4478,12653,14975,22216,11174,7493,6415,6375,2848,579,3311,33455,23937,10426,10640,5269,14751,14448,21118,6668,6005,5585,7944,2979,27830,18985,2671,9366,10724,7856,11073,7161,109,1128,22143,4085,20160,1823,11241,44473,6950,21974,25445,156,997,1897,21214,1505,1593,856,1343,459,230,8426,26361,539,3406,26132,11600,8163,18745,9300,6900,11394,5008,33990
2015-01,4283,4453,10215,5327,18,10753,35574,10901,7825,5443,71250,1675,9121,44425,15721,18052,18248,311,13448,27002,19937,9916,6845,13130,30195,2831,26850,7237,8717,11053,6289,11305,27,13908,5933,9656,17679,22181,10149,4720,4881,13854,3851,71,4329,38435,16909,12360,10162,3978,11652,18425,24663,2936,2126,3161,21265,30595,19150,29225,4109,4666,10215,6840,8172,7574,1307,857,12764,5374,15139,6486,23582,43181,9017,19222,19980,304,16135,1525,21962,21475,191,726,14959,2393,48,10174,25992,3325,1517,33696,7862,9859,16678,14528,5076,10629,8031,25562
2015-02,6174,6413,10217,5215,3,10185,31347,10173,10263,6791,90556,1900,7705,43396,11376,15913,12293,24047,1330,32599,18741,11174,6528,10613,30706,4020,26188,8743,8121,8947,9156,10032,27,15450,5602,9951,18374,14466,11286,3491,7424,11584,4606,179,4795,33500,25055,10364,9115,6203,16362,11103,15263,4152,2261,9909,9043,5240,31966,20749,4666,7203,8319,9206,9400,7783,4310,199,12096,4368,13519,5350,12952,43759,5987,20681,6067,1778,1199,1637,18497,1869,42,841,1975,2098,1314,7119,33805,2344,4294,25490,14862,17245,14097,13419,6868,11523,3912,24803
2015-03,3692,6911,11866,5375,3,9930,32287,14596,12067,12440,47298,2613,9310,38878,3307,16361,16145,292,11840,28353,13590,11809,2638,10102,34709,3061,21263,13079,9781,11444,8981,8839,12,16245,7870,8958,19069,17618,9703,4716,7799,12797,3583,939,4758,12116,24840,9742,13524,53303,14994,10074,22020,6467,1862,4260,2580,1636,27219,18052,4749,6014,9338,4522,11884,6015,5378,2294,7061,6150,12245,5602,12558,76017,7309,22951,4720,12894,1543,1016,25343,2215,568,807,2921,559,27,7471,31997,1276,3771,32903,7352,11637,11398,13978,23411,11178,4990,32213
2015-04,2849,6744,9960,6825,3,7405,24035,11289,11675,10270,61429,8597,9109,43537,1639,18902,16368,982,17202,32421,13273,9690,6111,10520,28253,3849,26264,11351,7038,11276,6122,9269,27,13124,8642,7770,15331,15070,10557,3948,4606,12008,6725,30,5221,11488,20002,11509,8378,52433,13735,11570,18008,3214,1843,7189,11564,957,30188,14140,5885,6557,9711,9493,10323,7135,4383,54,8578,2137,12360,7918,9061,55827,7019,22313,7116,3660,3426,266,16257,4249,179,830,4454,1118,27,9735,28732,2069,5721,25914,4738,10383,12643,13569,8065,10520,4857,25255
2015-05,1892,5820,7383,8332,18,10805,27455,8897,8113,7094,34988,10057,6979,38784,3606,15133,12930,553,3512,34988,14366,12064,9877,10890,29871,1921,24162,15669,3546,7821,4951,9911,9,14171,7546,9804,9028,13622,9811,3255,7204,7420,6355,30,3420,14516,28874,11896,14126,30639,16743,10131,15111,5494,3192,2981,5120,2040,29393,12898,2961,4668,9603,5077,14121,6789,4802,314,8292,5605,16020,5571,8639,47301,8063,22560,19393,955,694,1961,19608,3952,340,1642,1386,1405,173,16225,27612,13384,1519,20707,6128,5361,9357,13253,6904,8095,5184,21368
2015-06,3424,5731,10280,3483,36,12248,38147,10107,11724,13557,67701,8390,8398,43994,5488,16030,13765,3800,6635,45411,17105,10011,10570,10792,35063,2800,22800,14368,4029,9291,7611,4708,6,13975,46799,6975,12639,14588,12927,8735,3768,6665,6350,693,3853,23702,29518,11675,13104,27041,14325,14869,9350,6104,3306,3863,2373,3139,34237,15716,5887,1136,8562,4702,9828,4424,4589,140,9994,1938,14045,15026,16295,52121,4231,25776,10767,730,3170,911,23873,5926,857,970,4060,3804,111,13459,32751,8206,1070,20861,5953,4881,15673,12827,9352,8407,6071,22817
2015-07,2541,5899,9316,7570,12,12519,36531,15148,5196,7320,68464,10723,7827,51216,1679,21206,10344,54,10340,35667,10636,10553,19164,10044,31862,6480,26742,4869,5032,14334,11181,8291,9,15931,137666,10163,11911,17802,7973,6962,4532,12729,11959,21,5247,24918,23919,9552,7130,36783,15796,13414,11297,1676,3938,4834,3736,5746,30067,17235,5954,10086,7034,7179,11630,7296,14061,2456,8732,2394,16142,13073,10448,49205,5673,21305,18609,24,2885,466,20895,4226,221,1377,863,51,66,7005,37871,15132,537,25952,8931,7821,13501,14645,17849,9554,6518,20011
2015-08,1813,5277,6124,5288,9,10931,31714,6751,8775,11355,37448,12204,7778,33457,1893,23150,10223,167,11202,31955,11965,11375,22308,19632,27535,4709,22905,14956,7258,17034,8664,8148,33,17770,210695,11407,245,17181,192,5840,7071,14477,5684,2779,6311,22381,22090,8091,9135,66750,19221,9503,16761,2282,6766,3849,8298,22441,33482,15379,6267,433,7029,4855,8125,5547,12082,6117,6646,4165,14922,7930,9671,42625,6150,27810,19118,172,379,93,13727,1383,2438,1656,566,33,54,14808,25716,7940,1094,23968,17170,7362,11117,10039,16008,10995,5608,10853
2015-09,1429,5786,2062,7530,84,15411,31153,14004,10589,8721,30454,15208,11848,42000,4876,18434,14296,2410,7486,30232,13124,12530,22917,14822,30798,4317,20984,9415,7899,16531,12988,6390,902,18685,170965,8578,57,16066,2517,6731,3876,3236,4677,1173,7297,18675,22134,11067,6776,66697,17002,16336,11089,1413,2565,2346,11588,26961,30557,24896,4363,7162,5609,4655,7414,6580,4677,5484,5099,3809,14809,11997,7888,47626,7303,22491,22399,18,979,1218,20769,1706,4591,4097,1267,471,24,4282,30704,7060,1611,26925,9336,7603,9981,9971,22864,9926,8031,17834
2015-10,12251,4362,2478,4450,15,11992,41822,14306,9635,6187,66305,34740,8265,52514,7294,21847,16463,8747,7354,35272,11140,12638,12977,11359,44144,4320,34586,15031,7379,22855,12876,8314,36,17707,105603,11879,84,16359,12489,9369,6618,9822,8201,1071,5808,23554,26396,12194,9493,173578,17513,15024,24871,2014,2458,7647,4409,30313,44180,26361,5129,6406,8456,4354,9980,4958,7315,7541,8715,4724,17838,9150,9705,47331,13767,27914,12063,12,2216,1283,27042,3255,7190,4141,3688,26035,117,9481,37612,3347,1728,29100,4888,11432,15504,20138,14475,10849,7741,22382
2015-11,3776,323,2199,8751,12,15122,36487,11563,6248,7433,70342,9809,15344,36014,2864,18970,17417,10039,11705,29937,12721,11460,21931,16898,45918,19657,22749,11062,2983,19626,6167,7733,35,13932,95830,7855,90,15639,14750,5646,6077,16069,7233,1382,4059,14020,16318,10919,14604,19332,15102,14010,19492,1090,6845,3953,9169,987,30301,25691,2580,3898,9211,3179,10598,5309,4613,5576,10163,3956,10145,11022,11967,32534,6611,21681,12045,938,391,320,24368,1309,2925,2374,1067,10469,15,7610,34001,3747,373,23763,2387,13297,15828,16472,23779,10694,7652,23885
2015-12,6331,327,3980,6028,238,15298,21626,7254,7289,12731,73891,15100,7899,32118,4969,13341,15106,2343,10643,20136,10354,13724,19642,18112,28579,9364,27798,7934,5939,20690,11843,6727,317,26760,174071,8376,150,20436,9042,6508,7108,11013,4760,1679,3443,14264,20146,11088,6338,28205,13741,12997,24235,4454,8913,4795,14639,3922,35989,24732,5642,3719,8114,9101,10555,4118,12231,7609,13447,3473,18878,15305,9305,31733,9546,26539,13694,24,444,218,26046,719,7062,5136,747,4366,99,9783,30366,5489,2745,26187,13765,9125,10870,18435,59523,11826,9206,19684
2016-01,1236,192,3103,5105,45,13437,31289,10665,9375,6488,59797,58586,10774,42285,5609,25901,14367,3881,13929,36958,11815,12910,31776,11263,35847,5321,39588,12704,6198,32009,14613,7647,867,15377,194902,11960,63,14465,9346,4299,7503,15348,7235,4517,10421,22052,24097,14364,11468,82483,17543,15363,17857,3843,4350,7099,9998,17486,39919,31553,10310,5411,9724,5438,9883,5021,10029,12449,8897,5863,14983,3838,11217,53828,12871,30621,13108,0,292,1335,32976,645,6481,3976,525,15359,84,9558,39528,7290,3122,28694,4297,8340,14297,17689,90203,16240,10178,31170
2016-02,327,829,6237,3775,6,11872,32516,15341,6872,8990,50554,115953,12344,33765,6605,30740,18542,13963,8145,23487,15496,13368,28135,17084,26133,16747,46264,15181,4971,34332,19925,7706,8792,25137,243403,13276,324,20352,9874,7886,3464,11274,7549,1354,11148,13237,20607,13281,10189,141363,14409,22199,14903,6549,3385,9529,9174,4143,42209,33912,10400,3245,8560,11048,12046,9050,9331,12926,7601,6103,13029,6711,14461,48631,8684,30373,4041,18,2327,84,22203,4003,6820,6342,3060,2223,732,8694,43116,3398,1170,26081,8795,8862,18072,25672,110059,16401,11162,23582
2016-03,1957,9170,2828,6472,6,18197,32062,12638,7843,8050,36695,92179,12263,29215,5308,26066,19041,12463,7364,29543,16709,11686,13266,13470,37781,18456,42192,12279,5344,30062,19583,12050,7749,25317,278923,8678,63,23306,11361,7839,2696,11864,5848,1442,13063,11770,18821,9454,9011,119240,13055,14906,10084,5621,6161,10406,2642,5724,29009,23709,12756,2790,9087,13796,13666,5938,10916,12126,8398,5323,17231,5666,14888,46378,9324,22916,4632,75,17420,93,20551,27730,13506,7783,23714,6304,778,8129,39548,296,642,28434,8161,12427,13355,23616,137634,12955,10366,26449
2016-04,970,5618,6882,11455,159,10008,25812,12509,10683,5426,55794,100873,9342,40881,7911,23352,12201,9367,4180,34625,14888,9546,3081,13596,38149,7651,36187,14488,4286,27696,14983,8176,9634,24102,207768,11443,69,14139,8408,7133,6132,16049,7988,878,8660,14757,19130,12315,9142,122557,11907,15164,21112,1608,9723,6043,5132,1283,31950,26297,9980,487,9163,11966,11963,6269,8976,10460,9478,6225,15401,1652,15625,42744,15510,24809,4786,3638,368,234,24698,745,10385,6274,1110,10614,365,3129,41785,376,1481,26929,3749,11219,11195,29473,129115,14766,8162,23235
2016-05,3217,8995,2972,8103,328,14996,19994,11327,7764,9108,61833,56891,7795,42460,7571,19985,14462,4240,9736,41316,9624,8664,3439,12340,47673,9891,33215,12480,3996,23218,21256,7277,6796,26135,233823,9,84,17270,6316,5718,6118,13863,8972,2069,6656,16622,19463,10941,11774,93448,13921,20719,19201,2855,6076,11123,10478,1475,33706,24804,8087,4688,10715,12041,13079,5706,8478,15780,12777,11547,14181,3271,17834,29536,12253,25531,6287,1271,2460,421,20495,4638,18725,6846,3843,38662,314,3,38412,197,1848,30662,4160,6676,13584,26498,33962,14942,8252,23062
2016-06,6116,8109,3508,8507,3836,12970,39678,11469,7687,8623,63030,28364,12905,42417,9394,16531,13394,13652,10896,23636,10328,8633,1191,11142,37383,8359,23718,11323,5245,20391,16169,7753,8175,32537,163923,9,111,21611,10688,4282,7672,11541,6434,899,6946,11688,23796,9019,8846,122751,8959,16618,23671,8098,3006,6740,9998,7103,31236,20170,4250,4386,8477,13594,11517,4563,11076,12566,12393,10746,16868,3527,13378,35872,7718,22524,4425,48,4416,2690,70,5911,14477,6394,4784,21144,51,167,33705,441,1061,39943,6579,4529,11940,17346,1382,15632,9069,25484
