date,adam schiff,ainsley earhardt,al sharpton,alex witt,ali velshi,alisyn camerota,anderson cooper,andrea mitchell,andrew levy,ari melber,barack obama,bernie sanders,bill hemmer,bill o'reilly,bob beckel,bret baier,brian kilmeade,brian williams,brianna keilar,brooke baldwin,carol costello,charles krauthammer,chris christie,chris cuomo,chris hayes,chris jansing,chris matthews,chris wallace,christine romans,chuck todd,dana bash,dana perino,david gregory,don lemon,donald trump,ed henry,ed schultz,eric bolling,erin burnett,eugene robinson,fareed zakaria,fredricka whitfield,geraldo rivera,glenn beck,gloria borger,greg gutfeld,greta van susteren,gretchen carlson,harris faulkner,hillary clinton,howard kurtz,jake tapper,jeanine pirro,jeffrey toobin,jesse watters,jim acosta,jim sciutto,joe biden,joe scarborough,john berman,john king,john mccain,jon scott,joy-ann reid,juan williams,karl rove,kate bolduan,katy tur,kimberly guilfoyle,laura ingraham,lawrence o'donnell,lindsey graham,martha maccallum,megyn kelly,michael smerconish,mika brzezinski,mike huckabee,mike pence,mitt romney,nancy pelosi,neil cavuto,new_mitt_romney,newt gingrich,nicolle wallace,old_mitt_romney,paul ryan,piers morgan,poppy harlow,rachel maddow,rick santorum,sanjay gupta,sean hannity,shannon bream,shepard smith,steve doocy,steve kornacki,ted cruz,tucker carlson,willie geist,wolf blitzer
2010-01,411,409,4638,14375,16927,12847,91901,12911,9043,189,167530,1287,14486,60514,3963,15759,16246,3797,4161,4437,1342,9654,306,3,4086,6625,50883,10510,9711,28337,5800,3226,7740,33513,1987,8842,33063,2681,2536,7157,7047,14855,13217,66685,6892,19470,24612,15071,1262,8936,3596,384,57,4470,3,1047,3,33188,21986,3,12583,12060,12249,0,9391,16354,894,6,8800,6176,7048,1328,14118,2759,1089,15082,21907,4894,4476,28145,35908,4429,9880,1323,4170,971,0,741,46712,3896,18454,30994,10814,19882,17163,909,0,2237,14305,26824
2010-02,153,832,2069,7169,20655,7207,44743,12198,6971,48,102878,1734,8570,56083,3093,14760,13710,255,1911,4040,585,9103,24,22,6051,3948,31482,8796,7327,18862,5124,5256,5119,21062,2198,4800,19225,7299,2649,7247,6044,10604,15254,61277,3522,15720,20229,14772,2188,3801,2074,141,885,1824,165,921,15,17129,21830,3,2675,13734,10983,3,7582,8668,1512,465,4344,5380,5474,4414,11799,28458,0,19601,14169,2051,1010,6106,22261,1112,7370,920,1145,3839,30,1512,45562,2816,21194,28463,4325,18788,16071,465,0,5807,10802,21589
2010-03,24,1177,3421,7857,22042,5957,59318,11344,7979,6,94243,1152,13741,53116,3338,19202,14406,362,8309,5757,807,11796,45,3,7398,3,41527,9918,14276,25239,16467,6750,4829,21670,3956,9552,37876,1991,1812,3841,4381,16281,14722,66123,5298,14932,23394,13091,1549,3876,1833,219,312,2802,3,4576,0,12919,22620,9,4545,14727,10185,0,9343,19596,3055,3,4154,10031,32279,4643,17025,40471,1884,21195,17831,7482,10608,19698,43450,10758,2095,1008,10057,6760,0,1323,48931,5145,10539,31211,4549,21222,17351,900,0,2070,11072,23243
2010-04,36,834,8349,13856,29552,5169,50052,13953,8691,117,78310,1758,11861,39035,3397,11810,14565,400,2209,3572,1233,11044,1554,6,6888,48,59068,16236,13251,21865,5373,4941,8273,20868,8491,6394,44117,5852,3862,7158,4923,7116,11407,59954,4134,20562,25664,17460,5947,3435,2106,138,210,5787,27,5293,0,2876,24017,9,12238,10924,11447,0,16527,11881,1708,6,7874,19301,6455,2142,14679,34594,1527,23270,19086,2152,2432,893,34417,2631,7854,51,2589,2611,21,496,47650,2984,22298,34471,8907,21138,12664,564,0,3611,15653,7535
2010-05,30,2919,1845,9111,7551,4656,35134,4817,4440,21,39276,2262,4834,26698,1238,6510,7931,1815,963,3653,564,4778,386,0,3499,0,24899,4907,7849,7885,2067,1023,5864,22790,2055,2357,15169,1009,1248,1830,4354,11881,9236,28885,1317,9920,10921,6811,1196,3757,1008,57,30,2670,0,3938,3,1957,13643,9,10546,3923,6397,0,5786,9110,3151,0,3783,2064,3898,612,5624,13239,1593,10995,10893,2246,45,941,19807,139,3385,6,436,381,9,208,19801,1281,4991,17352,4231,9452,6989,171,0,2484,7786,9504
2010-06,45,205,216,5936,8301,4470,35098,6860,2364,3,55035,603,5445,32968,858,10243,6389,887,945,3147,1586,5227,505,459,7440,9338,36892,7423,8427,12476,5760,3333,4562,9769,1737,2762,14539,1038,1265,3161,4065,10670,8433,32928,3630,6351,12542,8052,4025,700,1485,27,18,6644,0,1910,0,4547,12922,6,10534,5560,6184,0,5777,3154,2593,9,2348,3756,1096,2613,5710,7918,1288,10661,10693,1429,237,557,13511,362,2122,21,523,237,18,263,30017,54,2366,17269,9586,8201,7165,474,0,1029,5292,6735
2010-07,261,1404,8077,8415,15396,12701,55242,10278,10179,453,79211,264,11807,48786,2974,16402,12654,285,4271,465,1077,11470,2637,0,18539,13131,42787,10363,8180,28971,408,10631,7154,28853,3921,6170,29562,4238,1781,12330,6072,16835,10281,79956,4022,19212,22035,11784,1085,3930,2863,288,6468,6252,0,7642,3,7825,11145,3,12232,4753,15060,0,16239,15245,5742,27,2600,20407,18412,2253,16522,29315,7669,18274,13339,4802,327,2542,27211,532,10353,798,1073,2249,24,1623,29077,1380,14089,32015,9400,17073,19787,0,9,3440,11329,7632
2010-08,12,1105,13096,10898,35675,11470,47131,12672,10989,780,61630,717,10773,40969,2847,16152,11513,2938,5002,2190,2989,11620,3348,51,5200,13713,34801,11945,192,32910,264,7879,11387,28512,3298,8040,26705,1654,2511,10140,9367,6867,17446,82560,3076,17147,23770,10363,2275,2558,3001,60,255,3117,0,9306,45,3737,27318,6,14237,10029,9646,876,14643,16656,5357,6,3009,18934,7101,5524,13299,19921,9662,15560,13253,3584,764,1780,38314,833,8312,768,909,693,9,1662,44277,4287,17991,22508,13746,18239,16689,477,0,699,10433,13805
2010-09,24,1542,942,10641,34316,5879,74708,7858,9243,165,87532,1212,12863,54696,1745,13348,15560,1719,1444,1502,978,10772,3346,3,5532,13430,57625,12875,1074,20519,8439,5775,8150,17685,5809,11305,40883,3917,2557,9255,8164,14877,15874,61035,4917,16705,23342,15027,1680,4375,2474,123,384,4797,0,6657,0,11872,18335,33,18511,6126,10187,585,9160,15960,1895,0,5380,6243,12358,5337,14028,27704,1866,15478,10778,7855,1155,2293,29232,1497,13335,858,1771,2845,222,1019,44608,3609,6843,28132,7402,18477,13924,2247,0,2391,15011,11965
2010-10,144,1698,3570,8905,25461,6792,75709,13570,11458,2159,47037,1512,14725,64304,2932,17493,15688,262,1857,11236,2001,10407,1602,24,5290,19884,56542,11309,19753,26065,9213,6705,8616,22874,3576,15293,39884,1704,2639,7414,12929,12518,18084,70199,6651,20069,23682,14672,2890,1667,4245,42,372,5028,8,2802,0,2379,22537,21,19780,1893,13717,2712,24198,22681,4389,0,3729,5180,26610,465,14492,35694,5235,17550,15278,2445,177,4793,30801,423,7250,3817,458,585,33,805,30091,4050,8696,29138,6322,16156,17174,2164,0,1479,15274,19557
2010-11,9,3035,2402,8985,33131,9130,62430,10595,12576,1008,86159,1566,12947,47566,3042,18604,15854,1247,9428,15894,4109,9306,2819,6,9414,15614,41492,9953,16973,13772,9676,5610,8402,14380,4417,10510,36464,2824,1791,6102,9094,17144,13455,61498,6558,20170,20987,9368,5532,10000,3778,75,105,5537,0,3861,0,7951,22707,9,18046,7254,12701,1497,14812,13788,4219,0,4687,7369,19816,4047,13608,22871,11387,17152,16056,4852,1053,8104,27915,1677,12198,6891,1753,3515,110,1749,25938,3040,14610,21060,11364,17227,11147,1344,0,2588,15445,16282
2010-12,102,2218,2690,5965,32634,8307,67083,9941,6432,672,82737,6446,15039,55005,2099,14752,13829,1635,8612,13765,2599,13644,1871,0,11560,12134,47552,11132,14025,12383,13397,7948,7270,22092,2248,11914,29062,11217,1338,6277,8089,7327,11761,48401,6871,19025,18084,10977,4519,2871,2823,171,1745,9492,0,5379,0,11490,23651,30,16714,8030,9569,456,11268,9943,4393,6,4922,8989,24151,4002,14794,30104,1956,15125,13100,2061,1021,3264,18410,1452,5342,2422,1382,1611,1492,780,23797,4139,25381,16070,4524,15341,17566,4398,0,5512,13915,15527
2011-01,153,445,5451,9360,34972,7865,89959,12297,10576,891,97512,2958,20017,63551,2869,16284,16380,2803,8703,14844,9528,10509,6454,45,8810,16784,59192,13666,15735,21578,8729,5220,9173,18520,2390,13438,39875,5921,3607,6080,10397,12449,20431,56565,5406,13564,26038,14733,6075,9191,3379,138,7542,4565,0,5124,0,24880,25148,6,24279,4682,12907,387,12424,10103,2343,0,4011,5011,32329,3645,17196,31189,4058,16902,18808,1269,1644,9028,35575,2446,3255,279,1787,10994,27843,522,24456,3457,18532,29470,9173,24725,17606,1341,3,1557,15260,25321
2011-02,756,1425,877,7721,17288,4648,75412,12340,10876,387,73032,1128,13423,52506,1647,14918,16957,4074,2002,14902,3900,9791,8833,0,5288,9161,55981,7984,14290,13567,2559,4037,7227,22546,16042,5275,31102,4483,1407,7506,13615,8856,10947,49310,5458,17410,23153,13609,5165,6671,2750,102,10617,1550,609,1950,0,1242,24199,0,20348,5597,7955,408,8659,7872,2683,0,3258,11206,37401,4866,13965,30385,2232,17029,28562,1970,3537,573,18098,4170,4297,60,3473,6026,39019,327,33365,2431,6267,26574,5514,16879,15023,1263,0,1894,12608,15617
2011-03,735,2039,1436,11208,25461,6502,65472,15329,12596,216,76976,2039,13365,59651,3064,15888,18778,696,1583,19025,17892,11036,1398,0,3276,9859,44118,10230,11822,24826,4047,3985,4601,14483,9566,8508,34137,4653,1983,4479,8600,9861,15856,47056,5163,19006,23844,9846,6841,15103,2637,111,7223,1763,477,1827,0,738,15323,18,13550,8123,10072,132,12211,8786,3883,0,2294,3743,34138,3578,14385,29544,1242,14398,20359,1245,1906,656,34144,2417,17537,24,1639,2534,34332,546,39780,3596,9460,27509,4897,28809,16895,396,3,1950,15631,26923
2011-04,21,1001,4630,9401,28724,8135,50309,11313,10979,1305,76663,3822,11523,47527,1770,16488,18460,1079,8174,18604,24800,10979,937,3,8363,7496,57377,12036,9412,14763,15460,5869,8058,18787,47901,10177,27993,7852,2046,6531,8835,5734,8584,40840,9588,17542,22086,13859,6071,1407,3363,139,5840,2520,722,1731,0,1603,20096,6,15958,6165,8683,423,14047,12138,1686,0,1530,6251,41989,3054,18500,8050,2826,13092,16944,3236,5112,735,27894,7141,2100,99,5358,22655,33163,555,36273,4779,3541,27185,9033,16464,13150,1902,3,1887,11962,15402
2011-05,1074,3804,242,13113,28282,10286,60970,12837,13362,768,78554,2196,15668,54682,2868,15169,18039,923,3546,16209,25194,11982,1924,9,4304,5575,45071,14523,12888,14340,6371,3147,9463,11423,8521,10204,21656,4128,12,7540,10541,11665,10361,46332,8407,19453,13686,13237,4800,2600,3971,471,3559,7477,406,3889,0,5468,19133,6,23671,6579,8365,366,10554,11240,836,0,2379,2922,37734,2518,25297,0,7092,15054,27881,186,7509,665,27272,10873,31694,289,6621,13381,36560,183,30468,8037,8334,26096,5358,12477,18981,1823,0,3537,16425,22212
2011-06,93,3345,6696,8241,19075,11472,61959,11962,13112,192,67355,3545,12699,45561,3330,17504,17600,494,4903,22679,7999,11736,13520,375,5563,7913,50747,15094,15825,14919,11427,3663,6150,19178,6141,1330,21306,4322,30,7218,14739,8110,12263,48479,13045,21166,24195,12074,3924,2067,3378,48,15145,6561,6,3448,27,1173,25505,6,14748,6751,10888,285,15306,9000,5409,150,3288,13609,45868,4140,19862,0,1965,16178,14282,504,21827,5733,30413,27240,26533,975,17734,4687,32758,1500,41931,15264,6672,29146,7619,16250,17393,1770,0,1491,17971,24174
2011-07,591,3202,16402,8815,52926,9111,36254,14028,16189,2046,102168,6294,13737,48437,19237,21890,11975,314,7579,18141,1356,12029,2457,0,7671,8639,42475,6837,11970,25286,27,8911,8033,29722,3838,3153,25256,9658,291,7188,8248,15820,16108,3392,14829,26623,31993,11925,5330,836,5217,228,19147,7388,300,2435,0,790,14368,0,26864,10164,11014,957,9660,9373,14573,18,6263,12305,40886,3864,20756,0,8375,14153,19234,993,4777,3363,21889,6169,2936,3030,4801,4898,44732,1720,21541,3626,13458,33925,5841,13044,15796,884,231,1536,9339,19890
2011-08,243,1820,21719,8593,48847,6390,86653,17420,13938,1344,76645,3939,15051,40048,27792,25924,9958,1997,5187,26715,23702,11738,8082,21,15209,14483,41995,11948,18568,22619,33,11263,4187,18723,9281,5243,33747,15997,5123,8703,7138,14973,8419,799,10048,28167,26380,12062,6124,2585,1881,351,3988,1383,332,5504,0,2841,16624,6,28013,6293,6476,990,13243,13433,4991,0,9419,12271,25161,2400,11912,23424,7757,13207,11954,45,18234,2574,40102,21641,12124,2151,13624,5475,51066,3846,34306,14965,4634,36746,9748,19576,16185,1239,0,3347,15245,33826
2011-09,207,591,19418,8764,15621,7818,68001,9597,13323,1401,89339,3003,13837,61865,72859,18618,15140,6160,3638,23964,26462,9748,16502,0,11011,6033,48089,14573,24753,19702,27,15094,6627,18284,6131,4757,28126,15848,3191,5771,9906,15862,5791,1001,11504,30821,20201,9377,5119,1681,1930,231,4786,7701,729,4581,0,23009,27576,12,24432,3747,10056,1254,8579,10071,4614,3,8264,6618,38528,4953,16800,27418,10415,20845,16859,213,33786,2713,32065,36430,14586,2142,22353,4746,37300,882,33204,17468,12177,30090,4636,13689,10049,771,3,3504,14302,26222
2011-10,282,1298,17430,7720,31047,9042,44558,13177,8985,899,70214,4518,14774,58980,31839,17407,16092,1132,2583,21590,25000,10764,22864,6,17259,6894,56596,17157,20349,15515,21,17702,8473,17009,20195,4770,32835,24211,50505,3911,5886,19276,11271,1086,8693,35901,20322,11191,5204,9313,2243,156,10627,1992,247,4790,0,7492,30955,0,26860,9438,8584,1107,18653,14232,1704,3,9798,5910,33217,4957,19100,24281,5141,23704,22367,123,41264,1764,24941,46370,15052,1560,29255,4488,37394,632,31132,15416,9374,26896,6067,13468,11873,3258,3,1802,16084,31704
2011-11,285,535,16540,7665,15734,9892,50019,10294,16678,1904,48460,2238,12287,51127,27018,19995,18902,5663,2135,26174,23468,12799,1605,0,12666,5342,55914,11921,25810,10056,81,15520,12804,17758,6378,3579,46720,21828,45457,7403,9166,22495,7624,1893,15745,26936,20823,7983,6196,1282,2829,126,7493,12373,461,6473,0,857,22767,9,23897,4736,12330,1464,15141,10452,3183,3,11048,6773,26329,1521,17869,25919,7369,19119,16928,24,27650,1830,26817,30801,59066,69,20872,2291,43553,1220,28768,8747,9178,25914,10361,11816,7494,1358,225,1325,17224,30475
2011-12,8,3638,18338,7618,23625,13489,65065,9646,16137,4577,65014,3387,12870,56993,28215,20427,13210,672,3664,23110,8620,13494,4943,30,15512,7585,46183,12099,19299,19518,6123,13307,8169,17550,21010,3924,47834,20711,39990,4552,5979,13456,7244,594,10247,32911,17554,8336,5027,1660,2951,471,2959,6569,788,7655,6,3700,24712,3,17517,7187,13312,2133,8074,10366,12397,0,11775,5168,24885,1926,17658,20494,10907,16768,15403,57,73720,4926,25500,83679,114631,111,58596,1397,56954,821,35978,29560,18032,18968,7804,8762,15514,3831,6,3079,11165,32590
2012-01,267,1119,21883,8618,14191,9900,46436,16069,8814,4623,81108,1545,17044,51575,22317,28301,18350,581,2395,25401,2095,12238,6923,0,19178,9152,71594,20324,9688,26876,11079,14333,14134,19245,7958,3844,50898,17984,37800,10629,8741,12304,11845,728,13835,22546,19821,12334,4330,1575,3720,63,5686,1968,748,14571,0,33012,30200,0,30872,11828,10156,3861,14872,13967,3603,0,7393,5922,22490,2142,17763,32353,2517,20654,23141,213,149197,4224,31491,165255,198827,120,91948,1955,49855,1044,48865,131146,6957,32150,4809,17320,14725,5161,0,2477,17476,34017
2012-02,21,560,16939,6517,9930,5271,42019,12944,14944,2543,79847,4134,8518,58446,23311,26659,14745,305,2883,16240,1629,15040,13337,33,17230,8334,60127,13755,11538,18615,4365,12861,10120,30045,10260,1965,45142,17934,36120,6297,5371,15788,10981,1793,5228,31938,17656,13046,7009,1860,3153,132,5921,2733,1669,5004,3,2011,23543,0,19455,7432,11244,2301,11444,15797,4975,99,9512,7413,27757,3417,12162,27169,2994,16262,19604,18,92326,3840,23369,103096,60937,65,51381,6115,60587,526,34290,121629,7627,24581,3991,15362,15007,6023,0,4971,12667,19684
2012-03,21,3466,28610,8093,9927,9292,50743,15133,14482,4649,88450,972,14352,57634,20664,16345,16375,453,2916,19903,21415,9504,1981,42,15221,8894,62489,13377,16293,23715,3891,15775,8279,26112,4012,2592,47061,18732,43755,9276,10649,19292,5702,801,6076,31089,20860,11235,5345,1690,3216,168,7624,12719,527,4592,0,4808,27979,0,22286,14584,12280,4506,9464,9359,8200,9,11871,10223,23277,2688,15370,24630,1637,19068,22631,36,71098,1395,26297,90913,66176,1908,48049,13290,54460,482,47065,91956,8570,33543,7665,17094,13468,4554,3,2142,18099,26800
2012-04,33,3003,16969,6202,10069,10004,52157,13833,14555,2517,105166,2619,9555,54333,16047,13797,15100,1048,4257,21583,17052,8920,3251,9,19188,7168,36635,11351,10671,15089,7438,11917,8834,30704,3544,1302,46689,14421,30965,5274,5802,9859,6679,30,4802,27041,19287,12860,4064,3762,3904,138,8721,5933,881,3034,0,7848,30520,3,10914,5883,8240,4431,13056,10971,4786,225,8948,9695,26018,268,18020,25983,18700,21438,20995,18,79929,1248,20184,88575,12192,120,45899,11437,49851,716,45599,37196,5866,30093,4923,15689,20889,6865,48,4815,12542,28245
2012-05,282,3329,13294,5138,17396,7037,80662,14654,15629,2850,120743,2925,13780,55832,21099,9515,16967,2169,2712,19867,21584,8053,2620,3,17476,8403,56369,8143,15490,21455,3603,14813,9824,22859,11714,3801,47701,18540,44811,8166,8041,15692,7623,294,7763,28737,18789,13709,6669,3309,3083,195,7704,4808,513,5446,0,16739,31166,0,15206,7505,12653,3191,10215,9884,4408,24,8602,7902,21464,699,23191,27099,4545,20194,16925,33,69668,1054,18792,81041,21087,147,47900,6538,41222,2055,38574,2223,4904,32473,8342,12137,16801,5976,646,4031,16539,25455
2012-06,2185,2326,13976,6011,7689,12151,51730,13582,15110,6722,89761,3672,14563,41817,16621,11511,16566,1220,3253,16139,14008,7870,1378,393,15993,10298,46717,11907,12358,16525,4236,12622,6647,32982,3456,2630,37710,10968,46668,3567,8033,17145,10089,3234,4665,27084,20426,8074,3832,2033,2428,195,8044,12218,636,4189,0,2145,18267,27,24655,10783,9995,5129,13305,13924,11197,20,5825,19403,28761,2541,11449,28131,13675,13966,17825,97,51517,5611,27876,61990,3448,5686,36057,4117,37833,2638,29479,3154,12091,33756,7089,13745,14582,8507,419,1937,12542,22551
2012-07,84,3591,13324,6420,12717,10052,58217,9629,14632,6136,83276,315,8645,57733,19981,9018,12726,1068,2004,18168,14386,10302,3121,3,10564,11543,30904,9663,9177,12106,9100,14940,6691,24959,5125,2490,23867,21528,32013,9254,8757,14423,4618,1043,3794,30445,22982,15008,5675,2037,4580,24,12505,3090,350,8650,0,6336,17510,7603,3009,11204,15771,5576,13234,7698,6979,0,7340,8708,26945,990,13926,27116,22536,12193,26723,36,95179,4161,27289,108909,1233,54,72016,2415,48058,12977,21770,882,9215,24791,6305,11445,12299,10931,664,2205,6373,33605
2012-08,36,5688,15833,3106,3731,11488,55366,11601,13491,3387,59238,690,9826,40863,15493,15853,17152,450,4816,15079,12979,11181,11623,0,12337,4890,60181,9846,5647,19115,9777,12738,14136,15248,5722,6669,36074,18576,31638,10160,2041,12246,6528,306,8162,20907,22320,10035,5080,645,2832,171,13620,2073,1223,9083,3,5709,29037,17185,17110,14300,12384,5121,19865,15273,6968,24,7108,19272,22699,1385,11391,19900,3646,21616,29833,30,107369,624,20221,137865,14887,63,78804,96393,49674,3771,46118,8855,5710,31880,10516,11070,18649,8765,3731,1902,10207,35853
2012-09,306,3182,14530,7243,10544,11996,48369,15459,9874,7001,136813,1479,11874,49490,16653,15142,20888,1034,3175,17392,15031,8787,1618,6,15596,10632,59038,19532,9773,21242,8616,11755,8199,20477,5431,8307,34178,14626,36846,5975,12406,18359,9120,27,7450,24040,15270,19648,7950,13724,4385,726,15123,3412,668,8579,6,13797,24990,14338,10122,14657,12329,12251,8503,12711,3094,0,6855,8584,20635,3150,15667,24961,1914,15376,29306,36,118169,4932,28897,136237,10138,36,88600,24679,33427,1990,37742,1531,5869,37379,5026,14333,17373,11347,375,6968,12181,34915
2012-10,256,1753,16555,6559,14571,8530,58889,14265,10494,5079,249590,735,15909,52660,20120,21340,16463,297,4170,23319,17533,13351,15328,18,15937,12955,64902,15809,8595,28866,10191,18364,10587,28085,7568,8724,42158,18113,34936,6212,11687,12135,9532,606,12216,24707,18038,13158,4247,5046,4559,141,8644,858,580,13950,0,73676,28590,13316,17373,15998,11574,11622,11630,13753,3824,132,6678,8587,24201,6113,16265,31730,1974,21092,22945,90,248709,819,26964,262578,14668,84,188444,76692,42174,360,39101,2819,9527,36840,4826,13925,16540,16116,384,5154,11972,29409
2012-11,6526,3884,11661,10053,13468,9441,63027,18387,12942,7691,148852,2853,12824,53363,17014,11144,24503,952,5704,13542,17554,13323,9331,0,14205,7939,61609,12826,10740,20897,12926,14189,8112,19565,3008,7177,46893,17400,39671,6104,9718,8712,5189,700,7332,25472,19248,18175,6627,6122,3271,3792,8191,2134,1160,5247,6,7395,24068,13003,10815,31701,10270,15768,9108,11293,4270,561,6431,11545,22350,18389,18887,28701,2292,17318,20649,93,72581,7954,22988,80577,8814,117,49162,6104,49865,1250,37426,4839,5586,31636,7106,12369,22781,9213,1311,3893,6195,44182
2012-12,1905,4355,10738,7067,21462,12594,64191,12525,10682,9293,127177,2182,14288,54032,15136,10370,14749,1164,10933,12707,9781,11019,3019,3,14768,16614,47700,10770,10710,19846,24191,17991,13820,31889,3915,11163,32811,24263,18831,5131,8257,45,9306,83,2266,28382,12874,16619,10674,11953,3814,540,12853,5997,1725,744,0,5444,26515,10535,3981,9230,10799,16207,17207,2283,6405,24,10114,18234,22946,11012,12342,20155,4259,18650,22460,141,4956,6472,17805,6616,9648,105,4117,2686,52247,2898,20529,1545,11846,35322,4156,7996,17377,11977,63,1803,4619,27440
2013-01,1746,3308,15300,7256,18368,12286,65463,17917,14326,3839,154587,3918,15910,67031,18308,17248,22168,303,6962,17706,12251,13365,10147,6,11362,9820,51422,6559,13576,15228,13872,15806,8534,12525,4359,4419,53134,25408,42872,8258,7566,465,9091,1320,6548,34285,21653,14356,5790,29075,4212,3348,12130,4670,847,4492,0,37033,34276,19300,6613,16184,11997,14607,10400,6413,6476,3,7889,5489,23415,4718,14591,30229,13165,21282,23426,98,2679,4277,19900,3569,9953,105,2388,8305,65345,1081,32180,1429,14806,40193,5596,10060,22291,12189,5955,14963,3966,29651
2013-02,3165,1939,14425,7643,6255,10426,30224,13293,18585,3474,102819,1759,10735,53919,18709,10111,18739,480,5125,17404,13442,7338,8114,5376,16640,8521,59430,11485,8827,15254,4749,12957,6793,12666,3479,2855,46555,16885,23931,5743,4196,5731,8388,1309,2792,35752,15950,11522,7959,2431,5051,9667,8837,7463,2762,2589,0,29567,30339,11534,2706,16593,11802,11852,11361,15087,3860,12,9590,7207,13747,12475,14356,20963,3235,22487,25201,57,1854,3129,19685,2346,3307,286,1758,1665,28892,234,29413,964,4778,30206,6481,13476,14500,10149,3560,12014,5620,22116
2013-03,2304,4519,12850,7424,11263,20983,32727,8518,13127,5711,74437,2073,14216,67750,21645,8455,17624,392,5971,15273,5985,11629,2601,1711,20583,10164,54790,17864,6568,11291,5876,17193,9270,15440,5000,4197,25662,23099,17055,6994,3428,10893,7232,1822,2865,40856,18408,11621,9898,2176,3560,5708,9285,9617,6968,1953,0,8776,20886,6237,3346,6830,11424,17316,8813,11483,2098,372,8158,13521,27057,8796,11917,29172,5556,13970,21363,9,14317,2386,26693,16037,7578,5479,14130,19914,18295,2901,30554,2094,5146,34023,6950,18309,19186,6465,9198,14350,5397,10440
2013-04,5017,1475,11956,7015,2453,10923,63169,12468,13827,7448,80530,1265,18237,53321,16669,12154,22277,3159,5337,16885,8852,8199,1772,8059,44598,12088,50858,12827,15735,20939,7063,12814,7999,25574,5299,5013,354,17105,23051,3687,11635,8597,7021,1120,3927,31966,20464,15417,5047,3657,3585,28248,11619,7933,1677,1608,0,10390,29123,29417,6327,7927,9855,7498,5755,6213,142,1572,9853,3647,24527,11044,14512,36177,1179,20474,23831,3,428,531,23037,1313,1600,132,1335,3042,31196,5170,33899,1575,4609,31881,2033,21615,18407,8550,2000,12271,5945,34466
2013-05,3805,3052,11898,5269,21,9718,59708,9143,14888,8500,94537,738,11305,65205,16640,13173,19002,796,5047,17025,15996,12331,6120,5437,41845,9702,56099,12172,18116,13221,11520,17961,7509,5088,3982,1206,6817,19983,26763,3804,4583,9716,6114,687,7122,36620,22354,16815,6462,2683,3758,24883,9174,8269,1874,3888,6,1847,24800,19827,3321,9685,12136,10491,9884,12439,765,219,10942,7136,22855,9253,13683,28857,3981,22656,21820,9,716,3345,25702,1136,5054,192,1747,4677,32147,5631,30849,1325,4443,29832,7251,17762,18840,15251,4253,12605,4084,28325
2013-06,1727,1861,12673,5284,0,13575,65916,13797,13187,11179,68965,2586,11736,37744,16565,8402,15650,429,4423,21741,12407,7303,10804,9468,46129,6175,49343,12439,18890,15243,10122,13467,7176,18081,4295,4558,8107,21894,26579,5613,6766,13065,6611,675,6197,41590,23076,8242,7481,3209,4650,15030,19609,21676,2065,6054,3,2838,27922,15015,13537,11402,9749,15221,10730,10897,7435,9,9883,22235,19664,9056,14399,27851,5272,23155,26085,177,3875,2796,26082,4685,8072,1215,4039,4697,28077,1203,30562,5900,7619,28023,7976,17138,17669,20417,4979,13494,5348,15471
2013-07,651,5912,27438,6646,0,11573,78342,8994,12396,9986,81454,1344,11212,64765,16620,12975,21957,281,4321,21704,12771,8919,3461,24442,38940,8982,39063,8105,8933,11766,4313,12720,9037,20427,4393,878,7419,23925,16486,6904,5487,7814,12093,177,4280,32814,28772,12396,8869,2377,1775,12025,14674,41473,3347,284,0,1338,19917,7906,5566,5001,7174,21455,13376,11709,21416,195,13465,8282,23225,1842,21493,4736,12638,17635,21672,66,487,2878,12929,1328,3103,3760,733,1005,28788,6330,20417,7900,3775,35270,13861,18226,15774,15046,2995,10047,4746,38277
2013-08,5382,6905,18495,7019,3,9699,60508,11127,11395,11041,103140,522,9571,48536,18315,12021,18525,221,15635,22589,13283,8118,8981,18695,32573,7358,41517,8886,8957,16056,7792,13148,9789,12810,8401,6527,12563,20169,24806,8902,3514,12681,3928,225,3663,35789,23465,10799,7675,5244,699,12003,14844,5917,1811,6960,3,5624,29105,10995,10216,13263,8852,13816,10381,10119,13141,684,8697,16724,23780,4071,13463,27,16794,17645,26530,621,1547,992,26768,2231,5157,3442,1477,1743,36650,917,28950,4577,18130,26040,16955,15607,14331,18444,12638,15372,5247,33479
2013-09,2934,3742,15283,9242,6,12855,52763,13323,9770,7640,162013,3396,11405,56523,19123,12761,22201,207,8015,25558,13787,11742,2430,14801,35360,6792,40542,12682,5847,18952,26280,15035,11244,12583,4701,9846,20827,17578,21242,5659,13586,10216,6790,429,14508,32487,24537,6376,11563,5795,9670,24005,12751,855,2182,8719,9520,2550,22138,10485,14701,23561,8806,7473,9285,13492,10469,32,8263,7112,24548,9677,22996,345,1575,17045,29602,39,896,7148,26577,1238,14850,3773,1253,432,25017,534,30101,2599,7330,24676,8136,9757,17674,17453,51329,13785,5931,38585
